id,hotel_name,address,Latitude,Longitude,price_range,関連サイト,charger_type,charger_count,出力,最大電流値,種別,充電課金,駐車料金,連絡・申込,事前予約,メーカー,認証,備考,image_url,affiliate_url,lat_lng
595,ザ･カハラ･ホテル&リゾート 横浜 (地下P)  /  リゾートトラスト(株),神奈川県横浜市西区みなとみらい1-1-3,35.4625308,139.6334217,"15,640円〜（消費税込17,204円〜）",https://thekahala.jp/yokohama/,普通/急速,1台,35kW,87A,中速（20 - 39kW）,有料,条件付無料,必要,不可,ニチコン,,"【利用案内】駐車場スタッフへ申込み下さい (バレーサービス)
【充電時間】1回30分まで
【充電料金】1回/550円",https://img.travel.rakuten.co.jp/image/imgr_90?no=187395,https://travel.rakuten.co.jp/HOTEL/187395/187395.html,"35.4625308,35.4625308"
596,エクシブ鳥羽別邸 (地下P)  /  リゾートトラスト(株),三重県鳥羽市安楽島町字ニエ212-8,34.4718497,136.855177,,https://www.resorttrust.co.jp/membership/sp_toba/#secLocation2,普通,2台,4kW,20A,ポール型ケーブル付き,有料,無料,必要,可能,Panasonic,,"【利用案内】施設利用者のみ利用可・フロントにて申込み下さい
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"34.4718497,34.4718497"
597,サンクチュアリコート琵琶湖  /  リゾートトラスト(株),滋賀県高島市安曇川町下小川1113,35.3035404,136.0448767,,https://sanctuarycourt.jp/biwako/,普通/急速,4台,3kW,15A,コンセントのみ,有料,無料,必要,不可,Panasonic,,,,,"35.3035404,35.3035404"
598,エクシブ琵琶湖  /  リゾートトラスト(株),滋賀県米原市磯1477-2,35.315532,136.2664942,,https://www.rtg.jp/hotels/xiv/biwa/,普通/テスラ,2台,4kW,20A,ポール型ケーブル付き,有料,条件付無料,必要,可能,Panasonic,,"【利用案内】施設利用者のみ利用可・フロントにて申込み下さい
【充電料金】1泊/2,200円 (制限なし)・23時までの利用 12時間未満/1,100円 6時間未満/550円",,,"35.315532,35.315532"
599,宮崎ライオンズホテル,宮崎県宮崎市高松町4-39,31.9149914,131.4189627,"4,046円〜（消費税込4,450円〜）",https://www.miyazakilionshotel.jp/,普通/急速,4台,6kW,30A,ポール型ケーブル付き,有料,有料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】駐車場に限りがありますので事前確認下さい
エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=16813,https://travel.rakuten.co.jp/HOTEL/16813/16813.html,"31.9149914,31.9149914"
600,OU(おーゆ)ランド･おーゆホテル  /  皆生温泉観光(株),鳥取県米子市皆生温泉1-18-1,35.4552173,133.3606684,"5,228円〜（消費税込5,750円〜）",https://www.ou-kaike.co.jp/,普通/テスラ/急速,1台,3.2kW,16A,ポール型ケーブル付き,無料,無料,必要,不可,豊田自動織機,,【利用案内】普通充電器は施設利用者のみ利用可,https://img.travel.rakuten.co.jp/image/imgr_90?no=108681,https://travel.rakuten.co.jp/HOTEL/108681/108681.html,"35.4552173,35.4552173"
601,メルキュール鳥取大山リゾート＆スパ  /  デスティネーション･リゾーツ＆ホテルズ･マネジメント(株),鳥取県西伯郡伯耆町丸山中祖1647-13,35.3304244,133.4343748,,https://mercure-tottoridaisen-resortandspa.jp/,普通/急速,2台,3.2kW,16A,ポール型ケーブル付き,有料,無料,不要,不可,内外電機,"日産ZESP3
三菱自動車 電動車両サポート
エネゲート エコQ電
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用

EV 充電認証カード料金表",【充電料金】エコQ電:15分以内/132円 以降1分/8.8円            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。,,,"35.3304244,35.3304244"
602,UMInoTERRACE千倉,千葉県南房総市千倉町川口209-3,34.9413485,139.9614451,"9,710円〜（消費税込10,680円〜）",https://piyo-terrace.com/2023/06/04/uminoterrace-%E5%8D%83%E5%80%89/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=191529,https://travel.rakuten.co.jp/HOTEL/191529/191529.html,"34.9413485,34.9413485"
603,UMInoTERRACEVILLA,千葉県南房総市千倉町川口70-1,34.942835,139.963317,"9,710円〜（消費税込10,680円〜）",https://piyo-terrace.com/uminoterrace-villa/,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=191529,https://travel.rakuten.co.jp/HOTEL/191529/191529.html,"34.942835,34.942835"
604,伊方町健康交流施設 佐田岬亀ヶ池温泉  /  伊方町,愛媛県西宇和郡伊方町二見甲1289,33.4650679,132.2813295,"5,546円〜（消費税込6,100円〜）",http://www.kamegaike.com/,普通/急速,2台,3kW,15A,ポール型コンセント,不明,無料,必要,不可,Panasonic,,【利用案内】普通充電設備はフロントにて申込み下さい,https://img.travel.rakuten.co.jp/image/imgr_90?no=191618,https://travel.rakuten.co.jp/HOTEL/191618/191618.html,"33.4650679,33.4650679"
605,別館 マルシェ･ユスハラ  /  雲の上のホテル,高知県高岡郡檮原町梼原1196-1,33.3937402,132.9267327,,https://www.kumonouegroup.com/marcheyusuhara,普通/急速,1台,50kW,125A,高速（40 - 89kW）,有料,無料,不要,不可,ニチコン,エネゲート エコQ電,"【充電時間】1回30分まで
【充電料金】エコQ電:5分以内/275円 以降1分/55円",,,"33.3937402,33.3937402"
606,旅館料亭 はつしろ,福岡県遠賀郡岡垣町大字原670-14,33.8789842,130.5726325,,https://www.hatushiro.co.jp/,普通/急速,1台,20kW,50A,中速（20 - 39kW）,有料,無料,不要,不可,東光高岳,"日産ZESP3
三菱自動車 電動車両サポート
エネゲート エコQ電
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 急速充電器用
BMW Charging 急速・普通併用

EV 充電認証カード料金表","【充電時間】1回30分まで
【充電料金】エコQ電:10分以内/200円 以降1分/20円            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"33.8789842,33.8789842"
607,ホテルインディゴ軽井沢 (PowerX)  /  (株)パワーエックス,長野県北佐久郡軽井沢町大字長倉字屋敷添18-39,36.3561967,138.5898176,"9,759円〜（消費税込10,734円〜）",https://karuizawa.hotelindigo.com/,普通/急速,2台,150kW,350A,超高速（90kW以上）,有料,無料,不要,可能,PowerX,PowerX,"【利用案内・スマートフォン用アプリ「PowerX」の登録が必要
　(アプリ登録後QRコードをスキャンの上クレジットカードで支払い)
　どなたでもご利用いただけます
※2026年3月31日(火)まで充電料金5円/kWh割引キャンペーン中
（下記料金から5円/kWh割引）
【充電料金】
　PowerX First会員：45円/kWh(Economy)、50円/kWh(Regular)、55円/kWh(Premium)
　一般利用：65円/kWh(Economy)、70円/kWh(Regular)、75円/kWh(Premium)
【注意】2台同時充電タイプ･蓄電池アシスト式･最大出力(参考値)は対応車で1台での充電時のみ対応･CHAdeMOアダプターは利用不可",https://img.travel.rakuten.co.jp/image/imgr_90?no=183829,https://travel.rakuten.co.jp/HOTEL/183829/183829.html,"36.3561967,36.3561967"
608,富江温泉センター たっしゃかランド  /  五島市,長崎県五島市富江町松尾662-2,32.6178771,128.7618799,"4,364円〜（消費税込4,800円〜）",https://www.city.goto.nagasaki.jp/energy/040/030/020/20190123181655.html,普通/急速,1台,50kW,125A,高速（40 - 89kW）,有料,無料,不要,不可,JFEテクノス,エネゲート エコQ電,"【充電時間】1回30分まで
【充電料金】エコQ電:1回/300円",https://img.travel.rakuten.co.jp/image/imgr_90?no=192099,https://travel.rakuten.co.jp/HOTEL/192099/192099.html,"32.6178771,32.6178771"
609,HOTEL R9 The Yard いすみ,千葉県いすみ市岬町江場土1695-1,35.2940832,140.3959566,"4,182円〜（消費税込4,600円〜）",https://hotel-r9.jp/hotels/isumi/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,プラットチャージ,"【利用案内】QRコードを読取り電子マネー･クレジット決済
　https://ev-chargeconnect.com/guide-user/flow/
【充電料金】1分/5.5円 (6kW相当適応時) / 1分/3円 (3.2kW相当適応時)
【注意】最大出力(参考値)は対応車での充電時のみ対応",https://img.travel.rakuten.co.jp/image/imgr_90?no=181241,https://travel.rakuten.co.jp/HOTEL/181241/181241.html,"35.2940832,35.2940832"
610,鬼怒川温泉 山楽  /  (株)ケン･ホテルマネジメント日光鬼怒川,栃木県日光市鬼怒川温泉大原1060,36.827565,139.7183118,"4,546円〜（消費税込5,000円〜）",https://sanraku.kenhotels.com/kinugawa/home.html,普通/急速,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=192112,https://travel.rakuten.co.jp/HOTEL/192112/192112.html,"36.827565,36.827565"
611,ザ･メイビア宮崎,宮崎県宮崎市下原町247-18,31.9217481,131.4317875,"11,000円〜（消費税込12,100円〜）",https://the-meibia-miyazaki.jp/,普通/急速,1台,25kW,62A,中速（20 - 39kW）,有料,無料,不要,不可,ニチコン,エネゲート エコQ電,"【充電時間】1回30分まで
【充電料金】エコQ電:10分以内/200円 以降1分/20円",https://img.travel.rakuten.co.jp/image/imgr_90?no=138067,https://travel.rakuten.co.jp/HOTEL/138067/138067.html,"31.9217481,31.9217481"
612,横須賀温泉 湯楽の里  /  (株)スパサンフジ,神奈川県横須賀市馬堀海岸4-1-23,35.2631165,139.7151993,,https://www.yurakirari.com/yura/yokosuka/,普通/テスラ,6台,3kW,15A,ポール型コンセント,無料,無料,必要,不可,Panasonic,,"【利用案内】館内受付にて申込み下さい・充電ケーブルが必要
【充電受付】23時まで",,,"35.2631165,35.2631165"
