id,name,address,lat,lng,price,site_url,ev_type,charger_count,output,max_current,category,charging_fee,parking_fee,contact,reservation,manufacturer,auth,notes,image_url,affiliate_url,lat_lng,source
2551,伊香保グランドホテル  /  (株)スタディー,群馬県渋川市伊香保町550,36.4992853,138.9260894,,https://www.itoenhotel.com/ikaho/,普通,1台,3.2kW,16A,ポール型ケーブル付き,有料,無料,必要,不可,豊田自動織機,,【利用案内】フロントにて申込み下さい / 【充電料金】60分/200円,,,"36.4992853,138.9260894",https://ev.gogo.gs/detail/1sgkowm7
2552,福一  /  (株)福一,群馬県渋川市伊香保町伊香保甲5-4,36.4997883,138.9239664,,https://www.fukuichi.jp/,普通,1台,3.2kW,16A,ポール型ケーブル付き,有料,無料,必要,不可,豊田自動織機,,"【利用案内】駐車場係員,フロントにて申込み下さい / 【充電料金】1回/800円",,,"36.4997883,138.9239664",https://ev.gogo.gs/detail/1rm0g6n8
2553,ホテル ルートイン信濃大町駅前  /  ルートインジャパン(株),長野県大町市大町3167-7,36.4999745,137.8602331,"6,455円〜（消費税込7,100円〜）",https://www.route-inn.co.jp/hotel_list/nagano/index_hotel_id_691/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表"," / 【利用案内】宿泊者優先・ご宿泊のお客様はホテル公式サイトで詳細確認下さい・設備施錠のため利用時はフロントまでお申し付け下さい
エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=179903,https://travel.rakuten.co.jp/HOTEL/179903/179903.html,"36.4999745,137.8602331",https://ev.gogo.gs/detail/27mqb1rr
2554,伊香保温泉 洋風旅館ぴのん,群馬県渋川市伊香保町伊香保383,36.5008114,138.9246613,"9,091円〜（消費税込10,000円〜）",https://www.pinon.co.jp/,普通,1台,3.2kW,16A,ポール型ケーブル付き,有料,無料,必要,可能,豊田自動織機,,【利用案内】施設利用者のみ・予約制・フロントにて申込み下さい /,https://img.travel.rakuten.co.jp/image/imgr_90?no=19362,https://travel.rakuten.co.jp/HOTEL/19362/19362.html,"36.5008114,138.9246613",https://ev.gogo.gs/detail/1rke3w4h
2555,塚越屋七兵衛･別館 香雲館  /  (株)伊香保ガーデン,群馬県渋川市伊香保町伊香保175-1,36.5009001,138.9219358,,https://www.tsukagoshiya.jp/,普通,2台,8kW,40A,ポール型ケーブル付き,条件付無料,無料,必要,可能,ポルシェ,,"【利用案内】施設利用者のみ・予約制・フロントにて申込み下さい
【充電設備】ポルシェデスティネーションチャージングステーション・ポルシェ車優先ですが他メーカー車も利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】ポルシェ車は無料 / 他車は1回1,000円",,,"36.5009001,138.9219358",https://ev.gogo.gs/detail/1rkoy365
2556,ホテル天坊  /  (株)天坊,群馬県渋川市伊香保町396-20,36.5009584,138.9265997,,https://www.tenbo.com/,普通,1台,3.2kW,16A,ポール型ケーブル付き,有料,無料,必要,不可,豊田自動織機,,【利用案内】フロントにて申込み下さい /,,,"36.5009584,138.9265997",https://ev.gogo.gs/detail/1rkjucsy
2557,竹のや旅館,長野県大町市大町仁科町3059,36.501162,137.8601559,,http://www.oomachi-takenoya.com/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",,,"36.501162,137.8601559",https://ev.gogo.gs/detail/2603e0pj
2558,ホテル ルートイン美川インター  /  ルートインジャパン(株),石川県白山市鹿島町2-1,36.5016262,136.503481,"4,819円〜（消費税込5,300円〜）",https://www.route-inn.co.jp/hotel_list/ishikawa/index_hotel_id_230/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【設置位置】エントランス奥 建物寄り / 【利用案内】宿泊者優先・ご宿泊のお客様はホテル公式サイトで詳細確認下さい・設備施錠のため利用時はフロントまでお申し付け下さい
【充電料金】10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=54549,https://travel.rakuten.co.jp/HOTEL/54549/54549.html,"36.5016262,136.503481",https://ev.gogo.gs/detail/25q91nmz
2559,あかりの宿 おかべ,群馬県渋川市伊香保町373-8,36.5017119,138.9225205,,https://okabe-ikaho.com/,普通,1台,3.2kW,16A,ポール型ケーブル付き,有料,無料,必要,不可,豊田自動織機,,【利用案内】フロントにて申込み下さい / 【充電料金】60分/200円,,,"36.5017119,138.9225205",https://ev.gogo.gs/detail/1rkb54df
2560,如心の里ひびき野  /  (有)清香堂如心の里,群馬県渋川市伊香保町伊香保403-125,36.501918,138.9277609,"9,000円〜（消費税込9,900円〜）",https://www.j-hibikino.com/,普通,1台,3.2kW,16A,ポール型ケーブル付き,有料,無料,必要,不可,豊田自動織機,,【利用案内】施設利用者のみ利用可・フロントにて申込み下さい /,https://img.travel.rakuten.co.jp/image/imgr_90?no=38250,https://travel.rakuten.co.jp/HOTEL/38250/38250.html,"36.501918,138.9277609",https://ev.gogo.gs/detail/1rkjtczb
2561,ホテルニュー伊香保  /  (資)油屋旅館ホテルニュー伊香保,群馬県渋川市伊香保町伊香保372-1,36.5020333,138.923097,"4,137円〜（消費税込4,550円〜）",https://newikaho.jp/,普通,1台,3.2kW,16A,ポール型ケーブル付き,有料,無料,必要,不可,豊田自動織機,,【利用案内】施設利用者のみ・フロントにて申込み下さい /,https://img.travel.rakuten.co.jp/image/imgr_90?no=2129,https://travel.rakuten.co.jp/HOTEL/2129/2129.html,"36.5020333,138.923097",https://ev.gogo.gs/detail/1rkoxfh6
2562,にごり湯の宿 赤城温泉ホテル,群馬県前橋市苗ケ島町2031,36.5065581,139.1797151,"11,100円〜（消費税込12,210円〜）",https://akagionsen.com/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=6255,https://travel.rakuten.co.jp/HOTEL/6255/6255.html,"36.5065581,139.1797151",https://ev.gogo.gs/detail/26axmijp
2563,川合田温泉,富山県南砺市川西川合田温泉1535,36.5122068,136.9006206,,https://kawaidaonsen.jp/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【設置位置】エントランス奥
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
      （1）都度支払い
      10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
      （2）「エネチェンジパスポート」での定額支払い
      月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.5122068,136.9006206",https://ev.gogo.gs/detail/265y6j7z
2564,ホテルポモドーロ,栃木県芳賀郡茂木町鮎田1878,36.5163711,140.2113718,,https://www.hotel-pomodoro.com,テスラ/普通,1台,3kW,15A,コンセントのみ / スーパーチャージャー以外,有料,無料,必要,可能,Panasonic / テスラモーターズ,,"【利用案内】宿泊者専用設備・ご利用の際は事前連絡下さい / 【充電料金】1泊/1,500円 / 【充電料金】1泊/1,500円
【充電設備】テスラウォールコネクター 1台",,,"36.5163711,140.2113718",https://ev.gogo.gs/detail/23wzswn4
2565,川端の湯宿 滝亭  /  (株)のと楽,石川県金沢市末町23-10,36.5176242,136.6892606,,https://takitei.co.jp/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【設置位置】エントランス前
【利用案内】ご宿泊者の方は17時以降もご利用いただけます
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.5176242,136.6892606",https://ev.gogo.gs/detail/25vud7n3
2566,ときしらずの宿 織花,長野県大町市平2065-1,36.524516,137.8077817,"11,000円〜（消費税込12,100円〜）",https://www.oribana.jp/,急速,1台,20kW,40A,中速（20 - 39kW）,有料,無料,不要,不可,ニチコン,エネゲート エコQ電,"※施設の都合で充電器がご利用頂けない可能性がございます。 / 【充電時間】1回30分まで
【充電料金】エコQ電:5分以内/275円 以降1分/55円",https://img.travel.rakuten.co.jp/image/imgr_90?no=28387,https://travel.rakuten.co.jp/HOTEL/28387/28387.html,"36.524516,137.8077817",https://ev.gogo.gs/detail/1tmk01sc
2567,グランドホテル白山 (Terra)  /  BBHホテルグループ,石川県白山市西新町152-7,36.5248126,136.5647261,"4,091円〜（消費税込4,500円〜）",https://breezbay-group.com/gh-hakusan/index.html,普通,2台,6kW,30A,ポール型ケーブル付き,有料,有料,不要,不可,日東工業,Terra Charge,"【駐車料金】1泊/500円 / 【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応
【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください
【注意】最大出力(参考値)は対応車での充電時のみ対応",https://img.travel.rakuten.co.jp/image/imgr_90?no=9192,https://travel.rakuten.co.jp/HOTEL/9192/9192.html,"36.5248126,136.5647261",https://ev.gogo.gs/detail/291ozly3
2568,グランドホテル白山  /  BBHホテルグループ,石川県白山市西新町152-7,36.5248126,136.5647261,"4,091円〜（消費税込4,500円〜）",https://breezbay-group.com/gh-hakusan/,普通,2台,3.2kW,16A,ポール型ケーブル付き,有料,有料,不要,不可,豊田自動織機,TOYOTA Wallet,【利用案内】スマートフォン用「TOYOTA Wallet」アプリが必要 /,https://img.travel.rakuten.co.jp/image/imgr_90?no=9192,https://travel.rakuten.co.jp/HOTEL/9192/9192.html,"36.5248126,136.5647261",https://ev.gogo.gs/detail/1tl3yeq2
2569,アルペンルートホテル,長野県大町市平大町温泉郷2861-4,36.5268993,137.8113003,"4,364円〜（消費税込4,800円〜）",http://www.alp-h.com/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=147175,https://travel.rakuten.co.jp/HOTEL/147175/147175.html,"36.5268993,137.8113003",https://ev.gogo.gs/detail/261q1x3c
2570,黒部観光ホテル  /  ブリーズベイホテル(株),長野県大町市平大町温泉郷2822,36.5268993,137.8113003,,https://www.kurokan.com/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】宿泊利用の場合のみ15時~翌9時利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.5268993,137.8113003",https://ev.gogo.gs/detail/27epxux8
2571,ゲストルームふる里村工芸館,長野県大町市平2860-12,36.5285419,137.8081318,"4,455円〜（消費税込4,900円〜）",https://furusatomura-kougeikan.com/,普通,3台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=164964,https://travel.rakuten.co.jp/HOTEL/164964/164964.html,"36.5285419,137.8081318",https://ev.gogo.gs/detail/25z2ppdr
2572,ホテル白山ヒルズ  /  ブリーズベイホテル(株),石川県白山市徳丸町335-2,36.5293271,136.5802847,"3,546円〜（消費税込3,900円〜）",https://breezbay-group.com/hakusan-hills/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【利用案内】宿泊利用の場合のみ15時~翌9時利用可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=181972,https://travel.rakuten.co.jp/HOTEL/181972/181972.html,"36.5293271,136.5802847",https://ev.gogo.gs/detail/27lpu06m
2573,ANAホリデイ･インリゾート信濃大町くろよん,長野県大町市平2020,36.5295475,137.794843,"10,000円〜（消費税込11,000円〜）",https://kuroyon.holidayinnresorts.com/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,モリテックスチール,関西電力 カンモビチャージ,"※諸事情により営業時間が変更になる場合がございます。
【利用案内】スマートフォン用「カンモビチャージ」アプリが必要 / 【利用案内】スマートフォン用「カンモビチャージ」アプリが必要
【充電料金】10分/55円
【注意】最大出力(参考値)は対応車での充電時のみ対応",https://img.travel.rakuten.co.jp/image/imgr_90?no=6221,https://travel.rakuten.co.jp/HOTEL/6221/6221.html,"36.5295475,137.794843",https://ev.gogo.gs/detail/293pthau
2574,モビリティリゾートもてぎホテル  /  ホンダモビリティランド(株),栃木県芳賀郡茂木町桧山120-1,36.530273,140.2246163,"5,819円〜（消費税込6,400円〜）",https://www.mr-motegi.jp/hotel/,普通,1台,3.6kW,18A,ポール型ケーブル付き,無料,無料,必要,可能,新電元,,【利用案内】フロントにて申込み下さい・事前連絡で予約可能 /,https://img.travel.rakuten.co.jp/image/imgr_90?no=80795,https://travel.rakuten.co.jp/HOTEL/80795/80795.html,"36.530273,140.2246163",https://ev.gogo.gs/detail/24ah656e
2575,ホテル ルートイン鹿沼インター  /  ルートインジャパン(株),栃木県鹿沼市上石川字北原1138-1,36.5302973,139.8084287,"5,364円～（消費税込5,900円～）",https://www.route-inn.co.jp/hotel_list/tochigi/index_hotel_id_679/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表"," / 【利用案内】宿泊者優先・ご宿泊のお客様はホテル公式サイトで詳細確認下さい・設備施錠のため利用時はフロントまでお申し付け下さい
エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=172997,https://travel.rakuten.co.jp/HOTEL/172997/172997.html,"36.5302973,139.8084287",https://ev.gogo.gs/detail/27lybaww
2576,黒部ビューホテル,長野県大町市平2891-2,36.5303232,137.8059086,,https://kurobeview.com/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",,,"36.5303232,137.8059086",https://ev.gogo.gs/detail/269dw7y5
2577,コテージ山音荘,長野県上田市菅平高原1223-1715,36.5311281,138.3380132,,https://yamaneso.jp/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",,,"36.5311281,138.3380132",https://ev.gogo.gs/detail/269jzjar
2578,界 アルプス  /  (株)星野リゾート,長野県大町市平2884-26,36.5315761,137.8077066,,https://hoshinoresorts.com/ja/hotels/kaialps/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,可能,Panasonic,,"【利用案内】宿泊利用の場合はHP内専用フォームより予約可
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】1泊/1,000円",,,"36.5315761,137.8077066",https://ev.gogo.gs/detail/259shzvg
2579,界 アルプス (ENECHANGE)  /  (株)星野リゾート,長野県大町市平2884-26,36.5315761,137.8077066,,https://hoshinoresorts.com/ja/hotels/kaialps/,普通,3台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","※施設の電気容量により一時的に出力が変動する場合があります。
【利用案内】宿泊者優先・ご利用の際は当日フロントにて申込み下さい (空きがあれば利用頂けます)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.5315761,137.8077066",https://ev.gogo.gs/detail/27doitjq
2580,ホテル ルートイン コート千曲更埴  /  ルートインジャパン(株),長野県千曲市小島3151-1,36.5325027,138.1262853,"6,546円〜（消費税込7,200円〜）",https://www.route-inn.co.jp/hotel_list/nagano/index_hotel_id_5/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【設置位置】駐車場奥 / 【利用案内】宿泊者優先・ご宿泊のお客様はホテル公式サイトで詳細確認下さい・設備施錠のため利用時はフロントまでお申し付け下さい
【充電料金】10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=1773,https://travel.rakuten.co.jp/HOTEL/1773/1773.html,"36.5325026999999,138.1262853",https://ev.gogo.gs/detail/25lsla6q
2581,花湯 ユートピア赤城,群馬県渋川市赤城町宮田850-3,36.5336821,139.0318804,"5,091円〜（消費税込5,600円〜）",https://yutopia-akagi.com/,普通,4台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","※施設の電気容量により一時的に出力が変動する場合があります。 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",https://img.travel.rakuten.co.jp/image/imgr_90?no=196707,https://travel.rakuten.co.jp/HOTEL/196707/196707.html,"36.5336821,139.0318804",https://ev.gogo.gs/detail/291qbso0
2582,大桑おんま温泉 楽ちんの湯,石川県金沢市大桑2-115,36.536988,136.6751021,,https://www.rakuchinnoyu.com/aboutspa/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
ENEOS Charge Plus
TOYOTA Wallet

EV 充電認証カード料金表","【注意】最大出力(参考値)は対応車での充電時のみ対応 / エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.536988,136.6751021",https://ev.gogo.gs/detail/28qp276q
2583,さすらいの自由飛行館,長野県須坂市大字仁礼3153-276,36.5415773,138.3502746,,https://www.y2jam.com/,普通,1台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",,,"36.5415773,138.3502746",https://ev.gogo.gs/detail/269fpuvz
2584,やまく館,長野県大町市平10457,36.5433107,137.8399126,"5,091円〜（消費税込5,600円〜）",https://yamaku-kan.com/,普通,2台,6kW,30A,ポール型ケーブル付き,有料,無料,不要,不可,日東工業,Terra Charge,"【利用案内】スマートフォン用アプリ「Terra Charge」またはQRコード決済対応 (※一部施設ではQR決済非対応)
【注意】最大出力(参考値)は対応車での充電時のみ対応 / 【充電料金】Terra Chargeアプリよりご確認ください (PayPay･d払い･auPAY･Apple Pay･イオンペイ等対応)
充電器ランプが「利用可」に点灯していることを確認の上ご利用ください",https://img.travel.rakuten.co.jp/image/imgr_90?no=196355,https://travel.rakuten.co.jp/HOTEL/196355/196355.html,"36.5433107,137.8399126",https://ev.gogo.gs/detail/27av97pm
2585,ペンション．白いつばさ,長野県須坂市仁礼3153-436,36.5488489,138.3479991,,https://siroitubasa.com/,普通,4台,6kW,30A,ポール型ケーブル付き,有料,有料,必要,不可,ENECHANGE,"EV充電エネチェンジ
日産ZESP3
三菱自動車 電動車両サポート
JTB おでかけCard レギュラー
JTB おでかけCard プレミア
トヨタ PHV充電サポート
eMP 急速・普通併用
eMP 普通充電器用
BMW Charging 急速・普通併用
BMW Charging 普通充電器用
TOYOTA Wallet

EV 充電認証カード料金表","※施設の電気容量により一時的に出力が変動する場合があります。 / 【利用案内】フロントへお声掛け下さい
エネチェンジアプリでの充電料金
（1）都度支払い
10分/55円 (6kW相当適応時) / 10分/27.5円 (3kW相当適応時)
（2）「エネチェンジパスポート」での定額支払い
月額（30日間）2,980円（税込）、7時から16時までの時間帯は制限なく利用可能
【注意】最大出力(参考値)は対応車での充電時のみ対応            eMP提携充電器※ 注意：充電カードにより都度料金に違いがあります。事前にご確認下さい。",,,"36.5488489,138.3479991",https://ev.gogo.gs/detail/294q30r8
